[2026-02-21 00:02:00] CHECKING Ruleta Latina: Threshold=10 Delays={'docena_1': 1, 'docena_2': 4, 'docena_3': 0, 'columna_1': 0, 'columna_2': 4, 'columna_3': 1}
[2026-03-18 17:58:37] CHECKING Roulette 2 Extra Time: Threshold=10 Delays={'docena_1': 0, 'docena_2': 2, 'docena_3': 5, 'columna_1': 6, 'columna_2': 9, 'columna_3': 0}
[2026-03-18 17:58:37] Roulette 2 Extra Time Delays={'docena_1': 0, 'docena_2': 2, 'docena_3': 5, 'columna_1': 6, 'columna_2': 9, 'columna_3': 0} TH=10
[2026-03-18 17:58:38] CHECKING Lucky 6 Roulette: Threshold=10 Delays={'docena_1': 10, 'docena_2': 0, 'docena_3': 2, 'columna_1': 1, 'columna_2': 10, 'columna_3': 0}
   >>> SENT ALERT for docena_1 (Delay 10)
   >>> SENT ALERT for columna_2 (Delay 10)
[2026-03-18 17:58:43] Lucky 6 Roulette Delays={'docena_1': 10, 'docena_2': 0, 'docena_3': 2, 'columna_1': 1, 'columna_2': 10, 'columna_3': 0} TH=10
[2026-03-18 17:58:45] CHECKING Ruleta Latina: Threshold=10 Delays={'docena_1': 5, 'docena_2': 2, 'docena_3': 0, 'columna_1': 0, 'columna_2': 1, 'columna_3': 2}
[2026-03-18 17:58:45] Ruleta Latina Delays={'docena_1': 5, 'docena_2': 2, 'docena_3': 0, 'columna_1': 0, 'columna_2': 1, 'columna_3': 2} TH=10
[2026-03-18 17:58:46] CHECKING Brazilian Roulette: Threshold=10 Delays={'docena_1': 12, 'docena_2': 4, 'docena_3': 0, 'columna_1': 2, 'columna_2': 1, 'columna_3': 0}
   >>> SKIPPED docena_1 (Cooldown)
[2026-03-18 17:58:46] Brazilian Roulette Delays={'docena_1': 12, 'docena_2': 4, 'docena_3': 0, 'columna_1': 2, 'columna_2': 1, 'columna_3': 0} TH=10
[2026-03-18 17:58:46] CHECKING Roulette 1: Threshold=10 Delays={'docena_1': 0, 'docena_2': 1, 'docena_3': 4, 'columna_1': 3, 'columna_2': 0, 'columna_3': 4}
[2026-03-18 17:58:46] Roulette 1 Delays={'docena_1': 0, 'docena_2': 1, 'docena_3': 4, 'columna_1': 3, 'columna_2': 0, 'columna_3': 4} TH=10
[2026-03-18 17:58:48] CHECKING Roulette Macao: Threshold=10 Delays={'docena_1': 0, 'docena_2': 1, 'docena_3': 3, 'columna_1': 0, 'columna_2': 4, 'columna_3': 1}
[2026-03-18 17:58:48] Roulette Macao Delays={'docena_1': 0, 'docena_2': 1, 'docena_3': 3, 'columna_1': 0, 'columna_2': 4, 'columna_3': 1} TH=10
[2026-03-18 17:58:50] CHECKING Auto Roulette: Threshold=10 Delays={'docena_1': 0, 'docena_2': 2, 'docena_3': 1, 'columna_1': 7, 'columna_2': 2, 'columna_3': 0}
[2026-03-18 17:58:50] Auto Roulette Delays={'docena_1': 0, 'docena_2': 2, 'docena_3': 1, 'columna_1': 7, 'columna_2': 2, 'columna_3': 0} TH=10
[2026-03-18 17:58:53] CHECKING Roulette 3: Threshold=10 Delays={'docena_1': 0, 'docena_2': 5, 'docena_3': 2, 'columna_1': 0, 'columna_2': 6, 'columna_3': 1}
[2026-03-18 17:58:53] Roulette 3 Delays={'docena_1': 0, 'docena_2': 5, 'docena_3': 2, 'columna_1': 0, 'columna_2': 6, 'columna_3': 1} TH=10
[2026-03-18 17:59:02] CHECKING Brazilian Mega Roulette: Threshold=10 Delays={'docena_1': 11, 'docena_2': 0, 'docena_3': 2, 'columna_1': 0, 'columna_2': 4, 'columna_3': 6}
   >>> SKIPPED docena_1 (Cooldown)
[2026-03-18 17:59:02] Brazilian Mega Roulette Delays={'docena_1': 11, 'docena_2': 0, 'docena_3': 2, 'columna_1': 0, 'columna_2': 4, 'columna_3': 6} TH=10
[2026-03-18 17:59:11] CHECKING Mega Roulette: Threshold=10 Delays={'docena_1': 3, 'docena_2': 1, 'docena_3': 0, 'columna_1': 1, 'columna_2': 3, 'columna_3': 0}
[2026-03-18 17:59:11] Mega Roulette Delays={'docena_1': 3, 'docena_2': 1, 'docena_3': 0, 'columna_1': 1, 'columna_2': 3, 'columna_3': 0} TH=10
[2026-03-18 17:59:15] CHECKING Lucky 6 Roulette: Threshold=10 Delays={'docena_1': 11, 'docena_2': 1, 'docena_3': 0, 'columna_1': 2, 'columna_2': 11, 'columna_3': 0}
   >>> SKIPPED docena_1 (Cooldown)
   >>> SKIPPED columna_2 (Cooldown)
[2026-03-18 17:59:15] Lucky 6 Roulette Delays={'docena_1': 11, 'docena_2': 1, 'docena_3': 0, 'columna_1': 2, 'columna_2': 11, 'columna_3': 0} TH=10
[2026-03-18 17:59:18] CHECKING Ruleta Latina: Threshold=10 Delays={'docena_1': 0, 'docena_2': 3, 'docena_3': 1, 'columna_1': 1, 'columna_2': 2, 'columna_3': 0}
[2026-03-18 17:59:18] Ruleta Latina Delays={'docena_1': 0, 'docena_2': 3, 'docena_3': 1, 'columna_1': 1, 'columna_2': 2, 'columna_3': 0} TH=10
[2026-03-18 17:59:19] CHECKING Brazilian Roulette: Threshold=10 Delays={'docena_1': 0, 'docena_2': 5, 'docena_3': 1, 'columna_1': 0, 'columna_2': 2, 'columna_3': 1}
[2026-03-18 17:59:19] Brazilian Roulette Delays={'docena_1': 0, 'docena_2': 5, 'docena_3': 1, 'columna_1': 0, 'columna_2': 2, 'columna_3': 1} TH=10
[2026-03-18 17:59:22] CHECKING Roulette Macao: Threshold=10 Delays={'docena_1': 1, 'docena_2': 0, 'docena_3': 4, 'columna_1': 0, 'columna_2': 5, 'columna_3': 2}
[2026-03-18 17:59:22] Roulette Macao Delays={'docena_1': 1, 'docena_2': 0, 'docena_3': 4, 'columna_1': 0, 'columna_2': 5, 'columna_3': 2} TH=10
[2026-03-18 17:59:23] CHECKING Roulette 2 Extra Time: Threshold=10 Delays={'docena_1': 1, 'docena_2': 3, 'docena_3': 0, 'columna_1': 7, 'columna_2': 0, 'columna_3': 1}
[2026-03-18 17:59:23] Roulette 2 Extra Time Delays={'docena_1': 1, 'docena_2': 3, 'docena_3': 0, 'columna_1': 7, 'columna_2': 0, 'columna_3': 1} TH=10
[2026-03-18 17:59:28] CHECKING Roulette 1: Threshold=10 Delays={'docena_1': 1, 'docena_2': 2, 'docena_3': 0, 'columna_1': 4, 'columna_2': 0, 'columna_3': 5}
[2026-03-18 17:59:28] Roulette 1 Delays={'docena_1': 1, 'docena_2': 2, 'docena_3': 0, 'columna_1': 4, 'columna_2': 0, 'columna_3': 5} TH=10
[2026-03-18 17:59:28] CHECKING Roulette 3: Threshold=10 Delays={'docena_1': 1, 'docena_2': 6, 'docena_3': 3, 'columna_1': 1, 'columna_2': 7, 'columna_3': 2}
[2026-03-18 17:59:28] Roulette 3 Delays={'docena_1': 1, 'docena_2': 6, 'docena_3': 3, 'columna_1': 1, 'columna_2': 7, 'columna_3': 2} TH=10
[2026-03-18 17:59:38] CHECKING Auto Roulette: Threshold=10 Delays={'docena_1': 1, 'docena_2': 0, 'docena_3': 2, 'columna_1': 8, 'columna_2': 0, 'columna_3': 1}
[2026-03-18 17:59:38] Auto Roulette Delays={'docena_1': 1, 'docena_2': 0, 'docena_3': 2, 'columna_1': 8, 'columna_2': 0, 'columna_3': 1} TH=10
[2026-03-18 17:59:43] CHECKING Brazilian Mega Roulette: Threshold=10 Delays={'docena_1': 0, 'docena_2': 1, 'docena_3': 3, 'columna_1': 0, 'columna_2': 5, 'columna_3': 7}
[2026-03-18 17:59:43] Brazilian Mega Roulette Delays={'docena_1': 0, 'docena_2': 1, 'docena_3': 3, 'columna_1': 0, 'columna_2': 5, 'columna_3': 7} TH=10
[2026-03-18 17:59:52] CHECKING Mega Roulette: Threshold=10 Delays={'docena_1': 4, 'docena_2': 0, 'docena_3': 1, 'columna_1': 0, 'columna_2': 4, 'columna_3': 1}
[2026-03-18 17:59:52] Mega Roulette Delays={'docena_1': 4, 'docena_2': 0, 'docena_3': 1, 'columna_1': 0, 'columna_2': 4, 'columna_3': 1} TH=10
[2026-03-18 17:59:58] CHECKING Ruleta Latina: Threshold=10 Delays={'docena_1': 1, 'docena_2': 0, 'docena_3': 2, 'columna_1': 2, 'columna_2': 0, 'columna_3': 1}
[2026-03-18 17:59:58] Ruleta Latina Delays={'docena_1': 1, 'docena_2': 0, 'docena_3': 2, 'columna_1': 2, 'columna_2': 0, 'columna_3': 1} TH=10
[2026-03-18 17:59:59] CHECKING Brazilian Roulette: Threshold=10 Delays={'docena_1': 0, 'docena_2': 6, 'docena_3': 2, 'columna_1': 1, 'columna_2': 3, 'columna_3': 0}
[2026-03-18 17:59:59] Brazilian Roulette Delays={'docena_1': 0, 'docena_2': 6, 'docena_3': 2, 'columna_1': 1, 'columna_2': 3, 'columna_3': 0} TH=10
[2026-03-18 18:00:01] CHECKING Roulette Macao: Threshold=10 Delays={'docena_1': 2, 'docena_2': 0, 'docena_3': 5, 'columna_1': 1, 'columna_2': 6, 'columna_3': 0}
[2026-03-18 18:00:01] Roulette Macao Delays={'docena_1': 2, 'docena_2': 0, 'docena_3': 5, 'columna_1': 1, 'columna_2': 6, 'columna_3': 0} TH=10
[2026-03-18 18:00:02] CHECKING Roulette 2 Extra Time: Threshold=10 Delays={'docena_1': 0, 'docena_2': 4, 'docena_3': 1, 'columna_1': 8, 'columna_2': 1, 'columna_3': 0}
[2026-03-18 18:00:02] Roulette 2 Extra Time Delays={'docena_1': 0, 'docena_2': 4, 'docena_3': 1, 'columna_1': 8, 'columna_2': 1, 'columna_3': 0} TH=10
[2026-03-18 18:00:03] CHECKING Lucky 6 Roulette: Threshold=10 Delays={'docena_1': 12, 'docena_2': 0, 'docena_3': 1, 'columna_1': 0, 'columna_2': 12, 'columna_3': 1}
   >>> SKIPPED docena_1 (Cooldown)
   >>> SKIPPED columna_2 (Cooldown)
[2026-03-18 18:00:03] Lucky 6 Roulette Delays={'docena_1': 12, 'docena_2': 0, 'docena_3': 1, 'columna_1': 0, 'columna_2': 12, 'columna_3': 1} TH=10
[2026-03-18 18:00:07] CHECKING Roulette 1: Threshold=10 Delays={'docena_1': 0, 'docena_2': 3, 'docena_3': 1, 'columna_1': 5, 'columna_2': 0, 'columna_3': 6}
[2026-03-18 18:00:07] Roulette 1 Delays={'docena_1': 0, 'docena_2': 3, 'docena_3': 1, 'columna_1': 5, 'columna_2': 0, 'columna_3': 6} TH=10
[2026-03-18 18:00:13] CHECKING Roulette 3: Threshold=10 Delays={'docena_1': 2, 'docena_2': 7, 'docena_3': 0, 'columna_1': 0, 'columna_2': 8, 'columna_3': 3}
[2026-03-18 18:00:13] Roulette 3 Delays={'docena_1': 2, 'docena_2': 7, 'docena_3': 0, 'columna_1': 0, 'columna_2': 8, 'columna_3': 3} TH=10
[2026-03-18 18:00:16] CHECKING Auto Roulette: Threshold=10 Delays={'docena_1': 2, 'docena_2': 0, 'docena_3': 3, 'columna_1': 0, 'columna_2': 1, 'columna_3': 2}
[2026-03-18 18:00:16] Auto Roulette Delays={'docena_1': 2, 'docena_2': 0, 'docena_3': 3, 'columna_1': 0, 'columna_2': 1, 'columna_3': 2} TH=10
[2026-03-18 18:00:27] CHECKING Brazilian Mega Roulette: Threshold=10 Delays={'docena_1': 0, 'docena_2': 2, 'docena_3': 4, 'columna_1': 1, 'columna_2': 6, 'columna_3': 0}
[2026-03-18 18:00:27] Brazilian Mega Roulette Delays={'docena_1': 0, 'docena_2': 2, 'docena_3': 4, 'columna_1': 1, 'columna_2': 6, 'columna_3': 0} TH=10
[2026-03-18 18:00:30] CHECKING Mega Roulette: Threshold=10 Delays={'docena_1': 5, 'docena_2': 0, 'docena_3': 2, 'columna_1': 1, 'columna_2': 0, 'columna_3': 2}
[2026-03-18 18:00:30] Mega Roulette Delays={'docena_1': 5, 'docena_2': 0, 'docena_3': 2, 'columna_1': 1, 'columna_2': 0, 'columna_3': 2} TH=10
[2026-03-18 18:00:31] CHECKING Brazilian Roulette: Threshold=10 Delays={'docena_1': 0, 'docena_2': 7, 'docena_3': 3, 'columna_1': 2, 'columna_2': 0, 'columna_3': 1}
[2026-03-18 18:00:31] Brazilian Roulette Delays={'docena_1': 0, 'docena_2': 7, 'docena_3': 3, 'columna_1': 2, 'columna_2': 0, 'columna_3': 1} TH=10
[2026-03-18 18:00:42] CHECKING Ruleta Latina: Threshold=10 Delays={'docena_1': 0, 'docena_2': 1, 'docena_3': 3, 'columna_1': 3, 'columna_2': 0, 'columna_3': 2}
[2026-03-18 18:00:42] Ruleta Latina Delays={'docena_1': 0, 'docena_2': 1, 'docena_3': 3, 'columna_1': 3, 'columna_2': 0, 'columna_3': 2} TH=10
[2026-03-18 18:00:44] CHECKING Roulette 1: Threshold=10 Delays={'docena_1': 1, 'docena_2': 4, 'docena_3': 0, 'columna_1': 0, 'columna_2': 1, 'columna_3': 7}
[2026-03-18 18:00:44] Roulette 1 Delays={'docena_1': 1, 'docena_2': 4, 'docena_3': 0, 'columna_1': 0, 'columna_2': 1, 'columna_3': 7} TH=10
[2026-03-18 18:00:45] CHECKING Roulette Macao: Threshold=10 Delays={'docena_1': 0, 'docena_2': 1, 'docena_3': 6, 'columna_1': 2, 'columna_2': 0, 'columna_3': 1}
[2026-03-18 18:00:45] Roulette Macao Delays={'docena_1': 0, 'docena_2': 1, 'docena_3': 6, 'columna_1': 2, 'columna_2': 0, 'columna_3': 1} TH=10
[2026-03-18 18:00:46] CHECKING Roulette 2 Extra Time: Threshold=10 Delays={'docena_1': 0, 'docena_2': 5, 'docena_3': 2, 'columna_1': 9, 'columna_2': 2, 'columna_3': 0}
[2026-03-18 18:00:46] Roulette 2 Extra Time Delays={'docena_1': 0, 'docena_2': 5, 'docena_3': 2, 'columna_1': 9, 'columna_2': 2, 'columna_3': 0} TH=10
[2026-03-18 18:00:47] CHECKING Lucky 6 Roulette: Threshold=10 Delays={'docena_1': 0, 'docena_2': 1, 'docena_3': 2, 'columna_1': 1, 'columna_2': 0, 'columna_3': 2}
[2026-03-18 18:00:47] Lucky 6 Roulette Delays={'docena_1': 0, 'docena_2': 1, 'docena_3': 2, 'columna_1': 1, 'columna_2': 0, 'columna_3': 2} TH=10
[2026-03-18 18:00:51] CHECKING Roulette 3: Threshold=10 Delays={'docena_1': 0, 'docena_2': 8, 'docena_3': 1, 'columna_1': 1, 'columna_2': 9, 'columna_3': 0}
[2026-03-18 18:00:51] Roulette 3 Delays={'docena_1': 0, 'docena_2': 8, 'docena_3': 1, 'columna_1': 1, 'columna_2': 9, 'columna_3': 0} TH=10
[2026-03-18 18:01:00] CHECKING Auto Roulette: Threshold=10 Delays={'docena_1': 0, 'docena_2': 1, 'docena_3': 4, 'columna_1': 1, 'columna_2': 2, 'columna_3': 0}
[2026-03-18 18:01:00] Auto Roulette Delays={'docena_1': 0, 'docena_2': 1, 'docena_3': 4, 'columna_1': 1, 'columna_2': 2, 'columna_3': 0} TH=10
[2026-03-18 18:01:05] CHECKING Brazilian Mega Roulette: Threshold=10 Delays={'docena_1': 1, 'docena_2': 3, 'docena_3': 0, 'columna_1': 2, 'columna_2': 7, 'columna_3': 0}
[2026-03-18 18:01:05] Brazilian Mega Roulette Delays={'docena_1': 1, 'docena_2': 3, 'docena_3': 0, 'columna_1': 2, 'columna_2': 7, 'columna_3': 0} TH=10
[2026-03-18 18:01:14] CHECKING Ruleta Latina: Threshold=10 Delays={'docena_1': 0, 'docena_2': 2, 'docena_3': 4, 'columna_1': 4, 'columna_2': 0, 'columna_3': 3}
[2026-03-18 18:01:14] Ruleta Latina Delays={'docena_1': 0, 'docena_2': 2, 'docena_3': 4, 'columna_1': 4, 'columna_2': 0, 'columna_3': 3} TH=10
[2026-03-18 18:01:16] CHECKING Brazilian Roulette: Threshold=10 Delays={'docena_1': 1, 'docena_2': 0, 'docena_3': 4, 'columna_1': 0, 'columna_2': 1, 'columna_3': 2}
[2026-03-18 18:01:16] Brazilian Roulette Delays={'docena_1': 1, 'docena_2': 0, 'docena_3': 4, 'columna_1': 0, 'columna_2': 1, 'columna_3': 2} TH=10
[2026-03-19 21:45:53] CHECKING Ruleta Latina: Threshold=10 Delays={'docena_1': 3, 'docena_2': 0, 'docena_3': 7, 'columna_1': 3, 'columna_2': 2, 'columna_3': 0}
[2026-03-19 21:45:53] Ruleta Latina Delays={'docena_1': 3, 'docena_2': 0, 'docena_3': 7, 'columna_1': 3, 'columna_2': 2, 'columna_3': 0} TH=10
[2026-03-19 21:45:54] CHECKING Mega Roulette: Threshold=10 Delays={'docena_1': 2, 'docena_2': 1, 'docena_3': 6, 'columna_1': 1, 'columna_2': 3, 'columna_3': 6}
[2026-03-19 21:45:54] Mega Roulette Delays={'docena_1': 2, 'docena_2': 1, 'docena_3': 6, 'columna_1': 1, 'columna_2': 3, 'columna_3': 6} TH=10
[2026-03-19 21:45:55] CHECKING Brazilian Roulette: Threshold=10 Delays={'docena_1': 0, 'docena_2': 3, 'docena_3': 2, 'columna_1': 10, 'columna_2': 1, 'columna_3': 0}
   >>> SENT ALERT for columna_1 (Delay 10)
[2026-03-19 21:45:58] Brazilian Roulette Delays={'docena_1': 0, 'docena_2': 3, 'docena_3': 2, 'columna_1': 10, 'columna_2': 1, 'columna_3': 0} TH=10
[2026-03-19 21:45:59] CHECKING Roulette 1: Threshold=10 Delays={'docena_1': 2, 'docena_2': 0, 'docena_3': 3, 'columna_1': 0, 'columna_2': 1, 'columna_3': 3}
[2026-03-19 21:45:59] Roulette 1 Delays={'docena_1': 2, 'docena_2': 0, 'docena_3': 3, 'columna_1': 0, 'columna_2': 1, 'columna_3': 3} TH=10
[2026-03-19 21:45:59] CHECKING Roulette 3: Threshold=10 Delays={'docena_1': 0, 'docena_2': 4, 'docena_3': 1, 'columna_1': 2, 'columna_2': 9, 'columna_3': 0}
[2026-03-19 21:45:59] Roulette 3 Delays={'docena_1': 0, 'docena_2': 4, 'docena_3': 1, 'columna_1': 2, 'columna_2': 9, 'columna_3': 0} TH=10
[2026-03-19 21:46:00] CHECKING Roulette Macao: Threshold=10 Delays={'docena_1': 2, 'docena_2': 0, 'docena_3': 1, 'columna_1': 3, 'columna_2': 0, 'columna_3': 9}
[2026-03-19 21:46:00] Roulette Macao Delays={'docena_1': 2, 'docena_2': 0, 'docena_3': 1, 'columna_1': 3, 'columna_2': 0, 'columna_3': 9} TH=10
[2026-03-19 21:46:01] CHECKING Roulette 2 Extra Time: Threshold=10 Delays={'docena_1': 4, 'docena_2': 2, 'docena_3': 0, 'columna_1': 2, 'columna_2': 1, 'columna_3': 0}
[2026-03-19 21:46:01] Roulette 2 Extra Time Delays={'docena_1': 4, 'docena_2': 2, 'docena_3': 0, 'columna_1': 2, 'columna_2': 1, 'columna_3': 0} TH=10
[2026-03-19 21:46:02] CHECKING Brazilian Mega Roulette: Threshold=10 Delays={'docena_1': 0, 'docena_2': 4, 'docena_3': 1, 'columna_1': 0, 'columna_2': 5, 'columna_3': 1}
[2026-03-19 21:46:02] Brazilian Mega Roulette Delays={'docena_1': 0, 'docena_2': 4, 'docena_3': 1, 'columna_1': 0, 'columna_2': 5, 'columna_3': 1} TH=10
[2026-03-19 21:46:03] CHECKING Lucky 6 Roulette: Threshold=10 Delays={'docena_1': 0, 'docena_2': 6, 'docena_3': 1, 'columna_1': 2, 'columna_2': 0, 'columna_3': 1}
[2026-03-19 21:46:03] Lucky 6 Roulette Delays={'docena_1': 0, 'docena_2': 6, 'docena_3': 1, 'columna_1': 2, 'columna_2': 0, 'columna_3': 1} TH=10
[2026-03-19 21:46:03] CHECKING Auto Roulette: Threshold=10 Delays={'docena_1': 0, 'docena_2': 1, 'docena_3': 2, 'columna_1': 3, 'columna_2': 1, 'columna_3': 0}
[2026-03-19 21:46:03] Auto Roulette Delays={'docena_1': 0, 'docena_2': 1, 'docena_3': 2, 'columna_1': 3, 'columna_2': 1, 'columna_3': 0} TH=10
[2026-03-19 22:11:25] CHECKING Ruleta Latina: Threshold=10 Delays={'docena_1': 2, 'docena_2': 0, 'docena_3': 4, 'columna_1': 0, 'columna_2': 1, 'columna_3': 4}
[2026-03-19 22:11:25] Ruleta Latina Delays={'docena_1': 2, 'docena_2': 0, 'docena_3': 4, 'columna_1': 0, 'columna_2': 1, 'columna_3': 4} TH=10
[2026-03-19 22:11:26] CHECKING Mega Roulette: Threshold=10 Delays={'docena_1': 3, 'docena_2': 0, 'docena_3': 1, 'columna_1': 2, 'columna_2': 0, 'columna_3': 1}
[2026-03-19 22:11:26] Mega Roulette Delays={'docena_1': 3, 'docena_2': 0, 'docena_3': 1, 'columna_1': 2, 'columna_2': 0, 'columna_3': 1} TH=10
[2026-03-19 22:11:27] CHECKING Brazilian Roulette: Threshold=10 Delays={'docena_1': 1, 'docena_2': 2, 'docena_3': 0, 'columna_1': 3, 'columna_2': 0, 'columna_3': 1}
[2026-03-19 22:11:27] Brazilian Roulette Delays={'docena_1': 1, 'docena_2': 2, 'docena_3': 0, 'columna_1': 3, 'columna_2': 0, 'columna_3': 1} TH=10
[2026-03-19 22:11:28] CHECKING Roulette 1: Threshold=10 Delays={'docena_1': 3, 'docena_2': 0, 'docena_3': 1, 'columna_1': 2, 'columna_2': 0, 'columna_3': 7}
[2026-03-19 22:11:28] Roulette 1 Delays={'docena_1': 3, 'docena_2': 0, 'docena_3': 1, 'columna_1': 2, 'columna_2': 0, 'columna_3': 7} TH=10
[2026-03-19 22:11:29] CHECKING Roulette 3: Threshold=10 Delays={'docena_1': 1, 'docena_2': 2, 'docena_3': 0, 'columna_1': 0, 'columna_2': 5, 'columna_3': 1}
[2026-03-19 22:11:29] Roulette 3 Delays={'docena_1': 1, 'docena_2': 2, 'docena_3': 0, 'columna_1': 0, 'columna_2': 5, 'columna_3': 1} TH=10
[2026-03-19 22:11:30] CHECKING Roulette Macao: Threshold=10 Delays={'docena_1': 1, 'docena_2': 5, 'docena_3': 0, 'columna_1': 0, 'columna_2': 2, 'columna_3': 1}
[2026-03-19 22:11:30] Roulette Macao Delays={'docena_1': 1, 'docena_2': 5, 'docena_3': 0, 'columna_1': 0, 'columna_2': 2, 'columna_3': 1} TH=10
[2026-03-19 22:11:31] CHECKING Roulette 2 Extra Time: Threshold=10 Delays={'docena_1': 5, 'docena_2': 2, 'docena_3': 0, 'columna_1': 0, 'columna_2': 4, 'columna_3': 1}
[2026-03-19 22:11:31] Roulette 2 Extra Time Delays={'docena_1': 5, 'docena_2': 2, 'docena_3': 0, 'columna_1': 0, 'columna_2': 4, 'columna_3': 1} TH=10
[2026-03-19 22:11:32] CHECKING Brazilian Mega Roulette: Threshold=10 Delays={'docena_1': 0, 'docena_2': 5, 'docena_3': 3, 'columna_1': 1, 'columna_2': 0, 'columna_3': 3}
[2026-03-19 22:11:32] Brazilian Mega Roulette Delays={'docena_1': 0, 'docena_2': 5, 'docena_3': 3, 'columna_1': 1, 'columna_2': 0, 'columna_3': 3} TH=10
[2026-03-19 22:11:33] CHECKING Lucky 6 Roulette: Threshold=10 Delays={'docena_1': 0, 'docena_2': 2, 'docena_3': 1, 'columna_1': 3, 'columna_2': 1, 'columna_3': 0}
[2026-03-19 22:11:33] Lucky 6 Roulette Delays={'docena_1': 0, 'docena_2': 2, 'docena_3': 1, 'columna_1': 3, 'columna_2': 1, 'columna_3': 0} TH=10
[2026-03-19 22:11:34] CHECKING Auto Roulette: Threshold=10 Delays={'docena_1': 1, 'docena_2': 3, 'docena_3': 0, 'columna_1': 0, 'columna_2': 3, 'columna_3': 2}
[2026-03-19 22:11:34] Auto Roulette Delays={'docena_1': 1, 'docena_2': 3, 'docena_3': 0, 'columna_1': 0, 'columna_2': 3, 'columna_3': 2} TH=10
[2026-03-19 22:11:35] CHECKING Stake Roulette: Threshold=10 Delays={'docena_1': 3, 'docena_2': 0, 'docena_3': 1, 'columna_1': 0, 'columna_2': 3, 'columna_3': 1}
[2026-03-19 22:11:35] Stake Roulette Delays={'docena_1': 3, 'docena_2': 0, 'docena_3': 1, 'columna_1': 0, 'columna_2': 3, 'columna_3': 1} TH=10
[2026-03-19 22:11:36] CHECKING Turkish Roulette: Threshold=10 Delays={'docena_1': 6, 'docena_2': 0, 'docena_3': 9, 'columna_1': 5, 'columna_2': 0, 'columna_3': 11}
   >>> SENT ALERT for columna_3 (Delay 11)
[2026-03-19 22:11:38] Turkish Roulette Delays={'docena_1': 6, 'docena_2': 0, 'docena_3': 9, 'columna_1': 5, 'columna_2': 0, 'columna_3': 11} TH=10
[2026-03-19 22:11:40] CHECKING German Roulette: Threshold=10 Delays={'docena_1': 3, 'docena_2': 0, 'docena_3': 9, 'columna_1': 2, 'columna_2': 1, 'columna_3': 0}
[2026-03-19 22:11:40] German Roulette Delays={'docena_1': 3, 'docena_2': 0, 'docena_3': 9, 'columna_1': 2, 'columna_2': 1, 'columna_3': 0} TH=10
[2026-03-19 22:11:41] CHECKING Romanian Roulette: Threshold=10 Delays={'docena_1': 3, 'docena_2': 0, 'docena_3': 4, 'columna_1': 1, 'columna_2': 8, 'columna_3': 0}
[2026-03-19 22:11:41] Romanian Roulette Delays={'docena_1': 3, 'docena_2': 0, 'docena_3': 4, 'columna_1': 1, 'columna_2': 8, 'columna_3': 0} TH=10
[2026-03-19 22:11:42] CHECKING Roulette Italia Tricolore: Threshold=10 Delays={'docena_1': 1, 'docena_2': 5, 'docena_3': 0, 'columna_1': 2, 'columna_2': 0, 'columna_3': 1}
[2026-03-19 22:11:42] Roulette Italia Tricolore Delays={'docena_1': 1, 'docena_2': 5, 'docena_3': 0, 'columna_1': 2, 'columna_2': 0, 'columna_3': 1} TH=10
[2026-03-19 22:11:43] CHECKING Russian Roulette: Threshold=10 Delays={'docena_1': 1, 'docena_2': 0, 'docena_3': 5, 'columna_1': 3, 'columna_2': 2, 'columna_3': 0}
[2026-03-19 22:11:43] Russian Roulette Delays={'docena_1': 1, 'docena_2': 0, 'docena_3': 5, 'columna_1': 3, 'columna_2': 2, 'columna_3': 0} TH=10
[2026-03-19 22:11:44] CHECKING Dutch Roulette: Threshold=10 Delays={'docena_1': 1, 'docena_2': 3, 'docena_3': 0, 'columna_1': 0, 'columna_2': 4, 'columna_3': 1}
[2026-03-19 22:11:44] Dutch Roulette Delays={'docena_1': 1, 'docena_2': 3, 'docena_3': 0, 'columna_1': 0, 'columna_2': 4, 'columna_3': 1} TH=10
[2026-03-19 22:11:47] CHECKING Mega Roulette: Threshold=10 Delays={'docena_1': 0, 'docena_2': 1, 'docena_3': 2, 'columna_1': 3, 'columna_2': 1, 'columna_3': 0}
[2026-03-19 22:11:47] Mega Roulette Delays={'docena_1': 0, 'docena_2': 1, 'docena_3': 2, 'columna_1': 3, 'columna_2': 1, 'columna_3': 0} TH=10
[2026-03-19 22:11:49] CHECKING Roulette Macao: Threshold=10 Delays={'docena_1': 2, 'docena_2': 0, 'docena_3': 1, 'columna_1': 1, 'columna_2': 3, 'columna_3': 0}
[2026-03-19 22:11:49] Roulette Macao Delays={'docena_1': 2, 'docena_2': 0, 'docena_3': 1, 'columna_1': 1, 'columna_2': 3, 'columna_3': 0} TH=10
[2026-03-19 22:11:50] CHECKING Roulette 2 Extra Time: Threshold=10 Delays={'docena_1': 0, 'docena_2': 3, 'docena_3': 1, 'columna_1': 0, 'columna_2': 5, 'columna_3': 2}
[2026-03-19 22:11:50] Roulette 2 Extra Time Delays={'docena_1': 0, 'docena_2': 3, 'docena_3': 1, 'columna_1': 0, 'columna_2': 5, 'columna_3': 2} TH=10
[2026-03-19 22:11:50] CHECKING Brazilian Mega Roulette: Threshold=10 Delays={'docena_1': 0, 'docena_2': 6, 'docena_3': 4, 'columna_1': 2, 'columna_2': 1, 'columna_3': 0}
